CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
DLMIC1670,RIO LERMA 46,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,JOSÉ SIXTO VERDUZCO,RÍO LERMA 5,RIO LERMA,LÓTICO A - TIPO 9,RÍO,-101.62761,20.30303,2022,20.2,Aceptable,35.18,Aceptable,61.9,Buena calidad,24196,Fuertemente contaminada,14136,Fuertemente contaminada,,,100.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1671,RIO LERMA 38,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ANGAMACUTIRO,RÍO LERMA 5,RIO LERMA,LÓTICO,RÍO,-101.69516,20.19095,2022,11.4,Aceptable,111.38,Contaminada,243.4,Contaminada,32550,Fuertemente contaminada,14210,Fuertemente contaminada,,,49.3,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,E_COLI,",SI,NO,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1672,RIO ANGULO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ANGAMACUTIRO,RÍO LERMA 5,RIO ANGULO,LÓTICO A - TIPO 9,RÍO,-101.69766,20.1851,2022,9.2,Aceptable,56.82,Contaminada,92.8,Aceptable,24196,Fuertemente contaminada,15531,Fuertemente contaminada,,,76,Excelente,,,,,,,,,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1675,CORRALES LSP,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PENJAMILLO,RÍO LERMA 6,RIO LERMA,LÓTICO,RÍO,-101.812208,20.203315,2022,36.4,Contaminada,56.72,Contaminada,111.2,Aceptable,224700,Fuertemente contaminada,57600,Fuertemente contaminada,,,41.1,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,",NO,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1682,LAGUNA DE ZACAPU 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZACAPU,RÍO ANGULO,LAGUNA DE ZACAPU,LÉNTICO (HUMEDAL),LAGO,-101.77807,19.82565,2022,<2,Excelente,<10,Excelente,13.2,Excelente,288,Aceptable,52,Excelente,,,,,91.4,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1683,LAGUNA DE ZACAPU 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZACAPU,RÍO ANGULO,LAGUNA DE ZACAPU,LÉNTICO (HUMEDAL),LAGO,-101.78477,19.82353,2022,<2,Excelente,<10,Excelente,15.2,Excelente,<3,Excelente,<3,Excelente,,,,,98.1,Excelente,,,72.7,Excelente,,,,,<1,No Toxico,<1,No Toxico,1.06,Toxicidad baja,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1684,LAGUNA DE ZACAPU 3,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZACAPU,RÍO ANGULO,LAGUNA DE ZACAPU,LÉNTICO (HUMEDAL),LAGO,-101.7894,19.82631,2022,<2,Excelente,<10,Excelente,35.4,Buena calidad,<3,Excelente,<3,Excelente,,,,,200.2,Fuertemente contaminada,,,99.6,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
DLMIC1688,LAGO DE PATZCUARO 9,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,QUIROGA,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.61774,19.67497,2022,<2,Excelente,15.34,Buena calidad,,,1019,Contaminada,364,Buena calidad,,,,,65.7,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,ND,NO,SI,ND,SI,SI,LENTICO
DLMIC1689,LAGO DE PATZCUARO 10,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,QUIROGA,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.60502,19.68046,2022,11.8,Aceptable,39.46,Aceptable,15.5,Excelente,504,Aceptable,<3,Excelente,,,,,111.9,Buena calidad,,,,,,,,,<1,No Toxico,,,1.77,Toxicidad moderada,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1690,PATZCUARO CUELLO DEL LAGO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.60831,19.63981,2022,<2,Excelente,51.77,Contaminada,11,Excelente,379,Aceptable,41,Excelente,,,,,90.9,Excelente,,,51.9,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1691,LAGO DE PATZCUARO 5,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.58716,19.6383,2022,19.2,Aceptable,56.97,Contaminada,27.7,Buena calidad,1870,Contaminada,200,Buena calidad,,,,,87.7,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1692,PATZCUARO SENO QUIROGA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.57868,19.64727,2022,12.9,Aceptable,37.92,Aceptable,13.3,Excelente,2046,Contaminada,10,Excelente,,,,,100.7,Excelente,,,80.2,Excelente,,,,,<1,No Toxico,<1,No Toxico,1.46,Toxicidad moderada,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1693,LAGO DE PATZCUARO 6,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.55167,19.6512,2022,16.4,Aceptable,66.13,Contaminada,49.5,Buena calidad,4710,Contaminada,310,Buena calidad,,,,,111.8,Buena calidad,,,,,,,,,<1,No Toxico,,,1.76,Toxicidad moderada,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1694,LAGO DE PATZCUARO 8,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,QUIROGA,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.58576,19.66582,2022,14.3,Aceptable,63.64,Contaminada,30.3,Buena calidad,213,Aceptable,20,Excelente,,,,,116.7,Buena calidad,,,85.3,Excelente,,,,,<1,No Toxico,<1,No Toxico,1.88,Toxicidad moderada,<1,No Toxico,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1695,LAGO DE PATZCUARO 7,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TZINTZUNTZAN,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.63602,19.64891,2022,<2,Excelente,19.6,Buena calidad,14.8,Excelente,1296,Contaminada,10,Excelente,,,,,110.5,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1696,LAGO DE PATZCUARO 4,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.6563,19.63241,2022,<2,Excelente,33.74,Aceptable,17.4,Excelente,1396,Contaminada,<3,Excelente,,,,,88.1,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1697,PATZCUARO AREA DE ISLAS,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.64755,19.60226,2022,11.5,Aceptable,37.67,Aceptable,41.3,Buena calidad,1616,Contaminada,<3,Excelente,,,,,99.5,Excelente,,,14.8,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%F,",SI,SI,SI,NO,SI,ND,NO,SI,LENTICO
DLMIC1698,LAGO DE PATZCUARO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.63129,19.59165,2022,<2,Excelente,<10,Excelente,32.3,Buena calidad,708,Aceptable,10,Excelente,,,,,86,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1699,PATZCUARO SENO JANITZIO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.65358,19.57213,2022,11.7,Aceptable,45.18,Contaminada,18.2,Excelente,1100,Contaminada,100,Excelente,,,,,111.5,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1700,LAGO DE PATZCUARO 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.65878,19.57031,2022,12.1,Aceptable,51.51,Contaminada,68.5,Buena calidad,980,Aceptable,200,Buena calidad,,,,,99.1,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1701,PATZCUARO SENO DE ERONGARICUARO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.68867,19.59046,2022,<2,Excelente,11.93,Buena calidad,57.5,Buena calidad,4960,Contaminada,100,Excelente,,,,,81.4,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1702,LAGO DE PATZCUARO 3,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ERONGARÍCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.68131,19.59596,2022,<2,Excelente,45.18,Contaminada,37.1,Buena calidad,3873,Contaminada,<3,Excelente,,,,,84,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1703,PATZCUARO (JANITZIO - PATZCUARO),LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.62695,19.55587,2022,13.1,Aceptable,33.56,Aceptable,76.4,Aceptable,860,Aceptable,200,Buena calidad,,,,,121.4,Aceptable,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1704,PATZCUARO MUELLE PRINCIPAL,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.61696,19.54374,2022,5,Buena calidad,<10,Excelente,61.3,Buena calidad,776,Aceptable,189,Buena calidad,,,,,40.9,Aceptable,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1705,LAGO DE PATZCUARO 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGO DE PÁTZCUARO,LAGO DE PATZCUARO,LÉNTICO (HUMEDAL),LAGO,-101.61298,19.55963,2022,<2,Excelente,<10,Excelente,24.3,Excelente,146,Buena calidad,86,Excelente,,,,,38.4,Aceptable,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1706,LAGO ZIRAHUEN - ENTRADA 1,BALSAS,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,RÍO ZIRAHUÉN,LAGO ZIRAHUEN,LÉNTICO (HUMEDAL),LAGO,-101.72353,19.44056,2022,<2,Excelente,<10,Excelente,<10,Excelente,10,Excelente,<3,Excelente,,,,,99.1,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1707,LAGO ZIRAHUEN MUELLE PRINCIPAL,BALSAS,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,RÍO ZIRAHUÉN,LAGO ZIRAHUEN,LÉNTICO (HUMEDAL),LAGO,-101.73332,19.44959,2022,<2,Excelente,<10,Excelente,<10,Excelente,211,Aceptable,146,Buena calidad,,,,,101,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1709,LAGO ZIRAHUEN CENTRO,BALSAS,MICHOACÁN DE OCAMPO,SALVADOR ESCALANTE,RÍO ZIRAHUÉN,LAGO ZIRAHUEN,LÉNTICO (HUMEDAL),LAGO,-101.74389,19.43392,2022,<2,Excelente,<10,Excelente,<10,Excelente,<3,Excelente,<3,Excelente,,,,,98.1,Excelente,85.8,Excelente,68.7,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1712,PRESA COINTZIO 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,PRESA COINTZIO,LÉNTICO,PRESA,-101.27713,19.6085,2022,15.4,Aceptable,21.84,Aceptable,11.2,Excelente,85,Excelente,41,Excelente,,,,,116.3,Buena calidad,,,98,Excelente,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1713,PRESA COINTZIO 3,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,PRESA COINTZIO,LÉNTICO,PRESA,-101.26205,19.61816,2022,<2,Excelente,<10,Excelente,<10,Excelente,262,Aceptable,41,Excelente,,,,,91,Excelente,,,78.7,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1714,PRESA COINTZIO 4,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,PRESA COINTZIO,LÉNTICO,PRESA,-101.25845,19.62962,2022,<2,Excelente,<10,Excelente,<10,Excelente,336,Aceptable,<3,Excelente,,,,,91.1,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1716,LA MINTZITA 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,CUERPO DE AGUA DEL HUMEDAL - LA MINTZITA,LÉNTICO (HUMEDAL),MANANTIAL,-101.27443,19.64468,2022,<2,Excelente,<10,Excelente,<10,Excelente,31,Excelente,20,Excelente,,,,,100.2,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1717,LA MINTZITA 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,CUERPO DE AGUA DEL HUMEDAL - LA MINTZITA,LÓTICO (HUMEDAL),ARROYO,-101.271,19.64828,2022,<2,Excelente,<10,Excelente,<10,Excelente,98,Excelente,51,Excelente,,,71.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
DLMIC1718,MANANTIAL LA MINTZITA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,MORELIA-QUERENDARO,LÉNTICO (HUMEDAL),MANANTIAL,-101.26847,19.65201,2022,<2,Excelente,<10,Excelente,<10,Excelente,185,Buena calidad,161,Buena calidad,,,,,61.1,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
DLMIC1730,MORELIA  (A) AGUAS ARRIBA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,RÍO GRANDE DE MORELIA,LÓTICO,RÍO,-101.10961,19.7395,2022,20.5,Aceptable,74,Contaminada,174.4,Contaminada,241960,Fuertemente contaminada,241960,Fuertemente contaminada,,,78.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,E_COLI,",SI,NO,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1731,MORELIA  (A) AGUAS ABAJO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,LAGO DE CUITZEO,RÍO GRANDE DE MORELIA,LÓTICO,RÍO,-101.09534,19.74042,2022,21.8,Aceptable,55.95,Contaminada,215.4,Contaminada,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,41.4,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,SST,CF,E_COLI,",SI,NO,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1738,CUITZEO ESTACION QUERENDARO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,LAGO DE CUITZEO,LAGO DE CUITZEO,LÉNTICO (HUMEDAL),LAGO,-100.9399,19.88168,2022,10.1,Aceptable,126.64,Contaminada,38.3,Buena calidad,19863,Fuertemente contaminada,633,Aceptable,,,,,63.9,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1742,LAGO DE CUITZEO 11,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,LAGO DE CUITZEO,LAGO DE CUITZEO,LÉNTICO (HUMEDAL),LAGO,-100.94225,19.95696,2022,17.9,Aceptable,102.28,Contaminada,51.8,Buena calidad,24196,Fuertemente contaminada,142,Buena calidad,,,,,72.3,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1743,LAGO DE CUITZEO 9,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,LAGO DE CUITZEO,LAGO DE CUITZEO,LÉNTICO (HUMEDAL),LAGO,-100.89322,19.95101,2022,7.1,Aceptable,81.69,Contaminada,86.6,Aceptable,8840,Contaminada,200,Buena calidad,,,,,44.8,Aceptable,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1746,LAGO DE CUITZEO 7,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,LAGO DE CUITZEO,LAGO DE CUITZEO,LÉNTICO (HUMEDAL),LAGO,-100.85033,19.93008,2022,78.6,Contaminada,105.62,Contaminada,33,Buena calidad,4106,Contaminada,<3,Excelente,,,,,44.1,Aceptable,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DBO,DQO,CF,",NO,NO,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1748,EL GIGANTE,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MARAVATÍO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.45225,19.9734,2022,4.4,Buena calidad,23.74,Aceptable,398.3,Contaminada,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,78.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
DLMIC1749,RIO LERMA 12,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MARAVATÍO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.38799,19.91698,2022,6.96,Aceptable,22.9,Aceptable,76.2,Aceptable,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,79,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1750,PUENTE TUNGAREO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MARAVATÍO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.36788,19.90756,2022,9.48,Aceptable,11.87,Buena calidad,70.2,Buena calidad,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,79.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1751,RIO LERMA 10,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MARAVATÍO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.3413,19.89776,2022,7.84,Aceptable,10.18,Buena calidad,65.5,Buena calidad,6867,Contaminada,1250,Fuertemente contaminada,,,83.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1752,RIO LERMA 70,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MARAVATÍO,RÍO LERMA 3,RIO LERMA,LÓTICO,RÍO,-100.33461,19.89981,2022,8,Aceptable,12.72,Buena calidad,38.3,Buena calidad,15531,Fuertemente contaminada,512,Buena calidad,,,97.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
DLMIC1764,RH12-2 LERMA,GOLFO NORTE,MICHOACÁN DE OCAMPO,EPITACIO HUERTA,RÍO LERMA 2,RIO LERMA,LÓTICO,RÍO,-100.18858,20.07785,2022,8.6,Aceptable,55.62,Contaminada,74.3,Buena calidad,24196,Fuertemente contaminada,15531,Fuertemente contaminada,,,50.5,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
DLMIC1775,PRESA EL BOSQUE 3,BALSAS,MICHOACÁN DE OCAMPO,ZITÁCUARO,RÍO CUTZAMALA,PRESA EL BOSQUE,LÉNTICO,PRESA,-100.39923,19.39097,2022,<2,Excelente,<10,Excelente,<10,Excelente,1872,Contaminada,63,Excelente,,,,,74.3,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
DLMIC1776,PRESA EL BOSQUE 2,BALSAS,MICHOACÁN DE OCAMPO,ZITÁCUARO,RÍO CUTZAMALA,PRESA EL BOSQUE,LÉNTICO (HUMEDAL),PRESA,-100.413179,19.393007,2022,9.52,Aceptable,12.72,Buena calidad,17.6,Excelente,3654,Contaminada,1137,Fuertemente contaminada,,,,,83.5,Excelente,36.8,Aceptable,31.8,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LENTICO
DLMIC1777,PRESA EL BOSQUE 1,BALSAS,MICHOACÁN DE OCAMPO,ZITÁCUARO,RÍO CUTZAMALA,PRESA EL BOSQUE,LÉNTICO,PRESA,-100.42111,19.38807,2022,<2,Excelente,<10,Excelente,11.2,Excelente,1259,Contaminada,52,Excelente,,,,,185.7,Fuertemente contaminada,,,,,,,,,<1,No Toxico,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%S,",SI,SI,SI,NO,SI,ND,NO,SI,LENTICO
DLMIC1783,LAGO DE CAMECUARO 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TANGANCÍCUARO,RÍO DUERO,LAGO DE CAMECUARO,LÉNTICO,LAGO,-102.209178,19.902139,2022,<2,Excelente,<10,Excelente,<10,Excelente,97,Excelente,52,Excelente,,,,,109.5,Excelente,,,108.1,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
